timestamp,open,high,low,close,volume
2026-01-21 15:03:00,2981.16,2987.35,2981.16,2987.34,841.2112
2026-01-21 15:04:00,2987.35,2987.75,2975.17,2975.8,692.3463
2026-01-21 15:05:00,2975.81,2983.83,2975.81,2982.96,467.6593
2026-01-21 15:06:00,2982.96,2989.55,2982.31,2984.56,876.6975
2026-01-21 15:07:00,2984.56,2993.23,2984.5,2991.87,950.5181
2026-01-21 15:08:00,2991.87,2994.0,2990.52,2994.0,976.0162
2026-01-21 15:09:00,2993.99,2997.46,2990.55,2991.07,903.0985
2026-01-21 15:10:00,2991.07,2994.89,2990.16,2991.73,692.8528
2026-01-21 15:11:00,2991.72,2993.85,2990.82,2991.92,1761.9596
2026-01-21 15:12:00,2991.92,2993.36,2990.11,2991.32,616.4583
2026-01-21 15:13:00,2991.31,2992.89,2986.48,2992.61,511.3809
2026-01-21 15:14:00,2992.61,2997.18,2991.57,2997.08,814.8639
2026-01-21 15:15:00,2997.07,3003.47,2996.58,3001.52,1822.7066
2026-01-21 15:16:00,3001.52,3011.1,3001.52,3007.2,1647.3145
2026-01-21 15:17:00,3007.2,3011.11,3006.29,3010.66,1185.4025
2026-01-21 15:18:00,3010.66,3021.54,3007.16,3019.33,5208.2428
2026-01-21 15:19:00,3019.33,3026.83,3019.33,3019.33,2569.0777
2026-01-21 15:20:00,3019.34,3019.5,3010.52,3011.83,1047.2436
2026-01-21 15:21:00,3011.83,3013.19,3003.46,3004.39,2325.2418
2026-01-21 15:22:00,3004.4,3007.7,3000.98,3006.55,1021.1402
2026-01-21 15:23:00,3006.54,3007.46,3004.12,3007.12,437.6096
2026-01-21 15:24:00,3007.13,3008.59,3005.74,3006.51,369.5786
2026-01-21 15:25:00,3006.52,3009.04,3003.82,3005.58,566.0829
2026-01-21 15:26:00,3005.57,3007.79,3004.27,3006.53,247.5191
2026-01-21 15:27:00,3006.54,3006.54,2997.4,2999.02,825.5747
2026-01-21 15:28:00,2999.03,2999.8,2991.42,2994.84,1596.9124
2026-01-21 15:29:00,2994.84,2996.12,2991.29,2992.08,1005.1424
2026-01-21 15:30:00,2992.08,2992.99,2986.42,2990.99,1195.2676
2026-01-21 15:31:00,2991.0,2995.83,2990.71,2992.37,391.387
2026-01-21 15:32:00,2992.36,2994.15,2987.84,2994.15,529.28
2026-01-21 15:33:00,2994.15,2997.14,2993.97,2995.54,423.9785
2026-01-21 15:34:00,2995.53,2997.95,2995.26,2997.14,149.8203
2026-01-21 15:35:00,2997.14,2997.65,2991.96,2991.98,465.0847
2026-01-21 15:36:00,2991.98,2994.69,2991.54,2993.79,134.4544
2026-01-21 15:37:00,2993.79,2995.24,2989.35,2989.35,158.0604
2026-01-21 15:38:00,2989.34,2989.35,2980.14,2983.21,1197.1206
2026-01-21 15:39:00,2983.21,2989.33,2983.21,2988.74,796.346
2026-01-21 15:40:00,2988.75,2988.75,2984.42,2984.43,272.209
2026-01-21 15:41:00,2984.43,2991.42,2984.37,2991.11,303.6008
2026-01-21 15:42:00,2991.1,2992.03,2989.21,2990.83,168.473
2026-01-21 15:43:00,2990.82,2991.66,2988.4,2989.14,154.6685
2026-01-21 15:44:00,2989.14,2992.4,2989.14,2992.39,81.9459
2026-01-21 15:45:00,2992.39,2994.73,2991.27,2992.38,515.4758
2026-01-21 15:46:00,2992.38,2992.38,2987.89,2990.05,312.9322
2026-01-21 15:47:00,2990.05,2993.8,2989.93,2993.8,797.3477
2026-01-21 15:48:00,2993.8,2995.27,2991.8,2995.17,1101.1389
2026-01-21 15:49:00,2995.16,2996.42,2993.36,2993.64,254.2259
2026-01-21 15:50:00,2993.65,2997.99,2992.59,2997.99,240.16
2026-01-21 15:51:00,2998.0,3007.69,2997.42,3004.73,1257.875
2026-01-21 15:52:00,3004.76,3004.83,2999.14,3000.15,755.4562
2026-01-21 15:53:00,3000.14,3005.56,2999.18,3005.05,323.968
2026-01-21 15:54:00,3004.98,3005.07,3002.24,3002.87,168.8605
2026-01-21 15:55:00,3002.87,3004.21,3002.1,3004.2,184.8319
2026-01-21 15:56:00,3004.2,3005.5,3003.46,3005.5,208.0069
2026-01-21 15:57:00,3005.5,3006.54,3002.39,3002.63,166.5602
2026-01-21 15:58:00,3002.63,3004.54,3002.62,3004.09,145.6903
2026-01-21 15:59:00,3004.08,3004.08,3000.67,3002.69,280.502
2026-01-21 16:00:00,3002.69,3005.22,3002.18,3002.18,159.8962
2026-01-21 16:01:00,3002.19,3003.6,3001.57,3002.41,575.8528
2026-01-21 16:02:00,3002.41,3002.52,2997.06,2997.92,373.3243
2026-01-21 16:03:00,2997.93,2998.58,2995.41,2995.91,336.2259
2026-01-21 16:04:00,2995.91,2998.69,2994.5,2994.95,653.7932
2026-01-21 16:05:00,2994.95,2995.82,2991.44,2991.45,481.0083
2026-01-21 16:06:00,2991.45,2995.01,2991.45,2994.07,205.9045
2026-01-21 16:07:00,2994.08,2995.83,2991.14,2991.38,216.4204
2026-01-21 16:08:00,2991.37,2991.37,2988.13,2989.65,177.4298
