timestamp,open,high,low,close,volume
2026-01-21 15:03:00,0.10947,0.10966,0.10945,0.10962,141906.0
2026-01-21 15:04:00,0.10963,0.10963,0.10914,0.10914,135795.0
2026-01-21 15:05:00,0.10915,0.10951,0.10915,0.10945,75333.0
2026-01-21 15:06:00,0.10944,0.10965,0.10942,0.10942,80788.0
2026-01-21 15:07:00,0.10944,0.10976,0.10944,0.10975,245975.0
2026-01-21 15:08:00,0.10973,0.10979,0.10965,0.10975,622336.0
2026-01-21 15:09:00,0.10975,0.10978,0.10959,0.10966,58339.0
2026-01-21 15:10:00,0.10965,0.10974,0.1096,0.10965,72691.0
2026-01-21 15:11:00,0.10966,0.1097,0.10961,0.10967,88187.0
2026-01-21 15:12:00,0.10968,0.10969,0.1096,0.10964,224758.0
2026-01-21 15:13:00,0.10965,0.10977,0.10953,0.10977,91474.0
2026-01-21 15:14:00,0.10977,0.11001,0.10973,0.11001,154590.0
2026-01-21 15:15:00,0.11002,0.1102,0.10992,0.11,687253.0
2026-01-21 15:16:00,0.11,0.11027,0.11,0.11017,169545.0
2026-01-21 15:17:00,0.11018,0.1105,0.11013,0.1105,794087.0
2026-01-21 15:18:00,0.11049,0.11065,0.11033,0.11059,600685.0
2026-01-21 15:19:00,0.1106,0.11086,0.1106,0.11073,1285940.0
2026-01-21 15:20:00,0.11072,0.11072,0.11033,0.11043,533163.0
2026-01-21 15:21:00,0.11044,0.11049,0.11016,0.11027,500817.0
2026-01-21 15:22:00,0.11027,0.11041,0.11018,0.11039,178154.0
2026-01-21 15:23:00,0.1104,0.11051,0.11035,0.11047,73939.0
2026-01-21 15:24:00,0.11047,0.11051,0.11036,0.11038,118617.0
2026-01-21 15:25:00,0.1104,0.11043,0.11028,0.11028,66060.0
2026-01-21 15:26:00,0.11028,0.1104,0.11027,0.11031,66082.0
2026-01-21 15:27:00,0.11032,0.11032,0.10997,0.11016,426877.0
2026-01-21 15:28:00,0.11016,0.1102,0.10993,0.11016,583470.0
2026-01-21 15:29:00,0.11017,0.11023,0.11011,0.11012,50691.0
2026-01-21 15:30:00,0.11012,0.1102,0.10997,0.11011,135699.0
2026-01-21 15:31:00,0.1101,0.11042,0.1101,0.11021,281219.0
2026-01-21 15:32:00,0.11021,0.11021,0.10979,0.10998,546013.0
2026-01-21 15:33:00,0.10997,0.11006,0.10986,0.10986,110473.0
2026-01-21 15:34:00,0.10986,0.10998,0.10984,0.10995,48008.0
2026-01-21 15:35:00,0.10995,0.10995,0.10965,0.10965,308805.0
2026-01-21 15:36:00,0.10967,0.10994,0.10967,0.10984,186514.0
2026-01-21 15:37:00,0.10984,0.10989,0.10962,0.10966,110124.0
2026-01-21 15:38:00,0.10966,0.10966,0.10919,0.10932,1065651.0
2026-01-21 15:39:00,0.10932,0.10966,0.10932,0.10966,345824.0
2026-01-21 15:40:00,0.10965,0.10965,0.10941,0.10943,73182.0
2026-01-21 15:41:00,0.10944,0.10981,0.10942,0.10981,88631.0
2026-01-21 15:42:00,0.10981,0.10992,0.10979,0.10984,313687.0
2026-01-21 15:43:00,0.10983,0.10995,0.10982,0.10995,174150.0
2026-01-21 15:44:00,0.10996,0.11008,0.10993,0.11007,467093.0
2026-01-21 15:45:00,0.11008,0.11023,0.11002,0.11015,93619.0
2026-01-21 15:46:00,0.11016,0.11016,0.10977,0.10977,153792.0
